																								
						For internal use only, DO NOT SHARE!																		
		Saturday				No Event/Break	Event Draft	Locked/Pending Event	Locked event															
		December 24																						
Times = EST	VRC Staff	Event Name	End Time	Event Details	Marketing Description	Event Host Prefered Contact	Event Host VRChat UserName	Additional Hosts	Type of Event	How Long will the event run for?	Previous Examples of work?	Links	World they will be using?	What they will need from VRCon	Are they ok with their event being streamed?	Stream Link	Stream Notes	VRCon Staff Member Overseeing this event	Number of Volunteers needed for the event	Volunteers for this event	How to join?/Bot	VIP List (Who the host wants in the instance)	Event Image Link	Anything Else
12:00 AM 																								
1:00 AM 																								
2:00 AM 																								
3:00 AM 																								
4:00 AM 																								
5:00 AM 																								
6:00 AM 																								
7:00 AM 																								
8:00 AM 																								
9:00 AM 		Dance Battle-IDA	3			JJFX-MULTIMEDIA#6552	JJFX-MULTIMEDIA												3		Sign ups			
10:00 AM 																								
11:00 AM 																								
12:00 PM 																								
1:00 PM 																								
2:00 PM 		Introducing the Wallig Group Television and Metalworks Factory VRChat Roleplay community		In this event, i will introduce everyone to a new roleplay community i am building based on a now-defunct IRL metalworks company that fictionally never went defunct and got in the broadcasting business.  This will include information about the group itself and the RL history of the Wallig metalworks company.	This event will introduce the VRChat community, to two brand new roleplay experiences. Say hello to the new  Wallig Group Television and Metalworks Factory. An experience that will be out of this world. 	Evelyn Colling Friedrich#5963	EvelynFrierich (Miku M․ Hatsune)		Community Spotlight	2 Hours	Yes, i used to do these kind of events in a different platform in the metaverse.	PowerPoint Presentation that will be used during the event : https://docs.google.com/presentation/d/1qRLqWRh3yX6Fi_Ddhl5G1b3B5lzD9z-q/edit?	Yes	I need an Archive copy of the stream as well as a PowerPoint presentation screen and a . 	TRUE	https://twitch.tv/VRConLive								
3:00 PM 																								
4:00 PM 																								
5:00 PM 		Wolf Den Howls	1	One to Guests performing live. Then it would lead into a panel discussing about musical talents and how they have been built over your career. It would give the community and fans an opportunity to ask questions/advice. The panel would also be geared towards how the community has evolved over the years. What the community stands for as a whole and provide inspiration for anyone aspiring to be a content creator.	Enjoy Music? Don't mind a Stinky Wolf Boi? Come join us for a live perfomance from some talented performers. Followed by a panel to discuss about the community and other interesting topics.	🌸 Hexe 🌸#5645	TFMJonny	tfmjonny, nicleo12312, Blazingdovaking, Frisk Dreemurr, T o n e, n a k u,Gunz_Guntaku	Other	1 Hour	Yes. I'm an event lead for the community and some of the hosts our also experinced staff. We've put on concerts, meet and greets, as well as community events. 		Yes	Possibly to see the selection of worlds. Otherwise can't think of anything at the moment.	TRUE	https://www.twitch.tv/tfmjonny								The event could be considered a hybrid. The hybrid a mixture of Live Performance, Panel/Talk and Community Spotlight. 
6:00 PM 																								
7:00 PM 		Piano in the Forest	1	I will be doing a live acoustic performance, only piano and vocals, in a world I create	"A live acoustic music performance done in Full Body Tracking taking place in a relaxing setting. Sit back and relax in the forest while you are calmed by a pianist's thoughts."	Naku#1337	Naku		Theatre/Live Performance	1 Hour	I have hosted venue and performance experiences in VRChat in my own custom worlds before that featured multiple musicians and talents.	https://twitter.com/im_naku/status/1576110479910481920	N/A		TRUE	https://www.twitch.tv/im_naku								Prior experience performing at the last two VRCons as well as many other music venues within virtual reality.
8:00 PM 																								
9:00 PM 		VRCon After Party	3	Vrcon 3-add for afterparty			VRCon																	
10:00 PM 																								
11:00 PM																								
