																								
						For internal use only, DO NOT SHARE!																		
		Sunday				No Event/Break	Event Draft	Locked/Pending Event	Locked event															
		December 18																						
Times = EST	VRC Staff	Event Name	End Time	Event Details	Marketing Description	Event Host Prefered Contact	Event Host VRChat UserName	Additional Hosts	Type of Event	How Long will the event run for?	Previous Examples of work?	Links	World they will be using?	What they will need from VRCon	Are they ok with their event being streamed?	Stream Link	Stream Notes	VRCon Staff Member Overseeing this event	Number of Volunteers needed for the event	Volunteers for this event	How to join?/Bot	VIP List (Who the host wants in the instance)	Event Image Link	Anything Else
12:00 AM 																								
1:00 AM 																								
2:00 AM 																								
3:00 AM 																								
4:00 AM 																								
5:00 AM 																								
6:00 AM 																								
7:00 AM 																								
8:00 AM 																								
9:00 AM 																								
10:00 AM 																								
11:00 AM 																								
12:00 PM 		Laserdome	3	We run a tournament for teams in laserdome, winners get a special gun and poster in world. hosted over many instances with hosts.	Laserdome is a 5v5 lasertag game! The tournament is designed for the players to play as many games they can to reach the finals.	Chris_Kani	xCirrex	Chris_kani and most likely others are up to host!	Other	3 Hours	Yes!	N/A	Laserdome	Maybe some hosts and refs!	TRUE	https://www.twitch.tv/xcirrex	NO Media							We have had previous attempts of staying within our timeslot and useualy gone overtime (sorry). This time I will make sure the gametype and length is closer calculated with our experience in hosting!
1:00 PM 																								
2:00 PM 																								
3:00 PM 																								
4:00 PM 		The Development of Irrbloss	1	I want to share my experience, tips and tricks with others about developing a game in Udon.	xCirrex, a Udon graph developer, shares his experience, tips and tricks on Udon development.	xCirrex#7829	xCirrex		Panel/Talk	1 Hour	I have done very many presentations and panels IRL, a few in VR. Im comfy with it!	N/A	VRCon	Instructions on what the provided presentation world can do!	TRUE		Possibly No Media. 2 cams							
5:00 PM 																								
6:00 PM 		The Mighty Gym - VR Fitness Experience	0.5	Would love to show of our innovative VR Fitness Facility that we have build in VRChat!	A REAL Gym experience in VR - a theme park for fitness!	contact@themightygym.com	KugoTheMighty		Other	30 Minutes		http://themightygym.com	VRCon Event World	Just the access to the platform and the audience would be amazing! Nothing needed!	TRUE	https://twitch.tv/VRConLive								Thanks for considering our gym! I would love to showcase the awesome fitness facility we built in VRChat but I would also be down to do a panel / talk about VR fitness, and also as a content creator in general.
7:00 PM 																								
8:00 PM 		           School of Magic	1.5	I'll be hosting a event that is a teaching and demonstration the ways of magic.	"It`s a fun place to learn, hang out and explore new tricks to uncover the truth about universe and yourself."	Rubystorm#9010	       RubyStorm		Class/Workshop	2hrs	Yes	https://discord.gg/wFmr4aVV6Z	VRCon Event World (Maybe)	Performers/Actors	TRUE	To Be Given	No Media							None
9:00 PM 																								
10:00 PM 																								
11:00 PM																								
