																								
						For internal use only, DO NOT SHARE!																		
		Thursday				No Event/Break	Event Draft	Locked/Pending Event	Locked event															
		December 22																						
Times = EST	VRC Staff	Event Name	End Time	Event Details	Marketing Description	Event Host Prefered Contact	Event Host VRChat UserName	Additional Hosts	Type of Event	How Long will the event run for?	Previous Examples of work?	Links	World they will be using?	What they will need from VRCon	Are they ok with their event being streamed?	Stream Link	Stream Notes	VRCon Staff Member Overseeing this event	Number of Volunteers needed for the event	Volunteers for this event	How to join?/Bot	VIP List (Who the host wants in the instance)	Event Image Link	Anything Else
12:00 AM 																								
1:00 AM 																								
2:00 AM 																								
3:00 AM 																								
4:00 AM 																								
5:00 AM 																								
6:00 AM 																								
7:00 AM 																								
8:00 AM 																								
9:00 AM 																								
10:00 AM 																								
11:00 AM 		Vrcon Boxing		VRCon Event 		Rubystorm#9010	Rubystorm 		Vrcon	1			Udon Boxing		TRUE						VRCon Bot 1			
12:00 PM 																								
1:00 PM 																								
2:00 PM 		Daily Lives of a Soldier	2	The Event will be a simple guide/tour through one of our maps while our people do their daily roleplay. People can observe and watch what we do on our daily base. We will have one person guiding them around and explain them what this is all about and what exactly we do.	The life of a solider is a lot more than just combat and operations, the average Waifuwehr soldier only spends 3-4 hours a week in the field operating. Ever wondered what the life of a solider is like the rest of the time? What the life of a solider is actually like? Come and check it out with our Daily Lives of Soldiers event! See our bases, our troops in their natural habitat and have a good time!	Hølly.#2139	Hølly	nesnalica, Rocky_Rocketeer, chia¹, litezero, Eternalcrusader, S!lver, Hølly, Barry, Anon27, Soma Chan	Community Spotlight	2 1/2 Hours		waifuwehr.com	Our own Worlds, either Training-Grounds or Public-World.	At least one Moderator, which was the case last year	TRUE	https://twitch.tv/VRConLive								None
3:00 PM 																								
4:00 PM 																								
5:00 PM 		The Ocean isn't Scary	1	This event would be a talk about the ocean to help spread awareness and debunk common myths and misunderstandings of the ocean, while still creating a comedic and fun experience for those watching. Going through different myths as well as certain fears many may have about the ocean and it's ecosystem, in the hopes to make others more aware of what is actually down their and to possibly help relieve some of the fears they may have once had.  This event, while still being informative, will share my own experiences and stories in a comedic light. Topics relating to thalassophobia and shark attacks will be present.	We are all scared of the ocean, but maybe we don't have to be? Kira shares their experience with the ocean and why it's not as scary as we may think!	KaptainKira#9568	Kaptain Kira		Panel/Talk	1 Hour	No, but I have experience streaming to an audience.	https://www.twitch.tv/kaptain_kira	VRCon World		TRUE									I would like a VRCon logo to put on an avatar to wear for the event if possible.
6:00 PM 																								
7:00 PM 		Battle Discs Tournament	2	VRCon Event		Rubystorm#9010	RubyStorm			2 Hours			Battle Disc world		TRUE									Vrcon Event
8:00 PM 																								
9:00 PM 																								
10:00 PM 																								
11:00 PM																								
